threshold, TPR, FPR
0, 1.0, 1.0
0.1, 1.0, 0.9999466666666668
0.2, 1.0, 0.9997966666666667
0.30000000000000004, 1.0, 0.9995366666666667
0.4, 1.0, 0.99914
0.5, 1.0, 0.9984166666666666
0.6, 0.99995, 0.9903266666666667
0.7, 0.9997333333333334, 0.95003
0.7999999999999999, 0.9994333333333333, 0.8395966666666667
0.8999999999999999, 0.9960333333333334, 0.6416466666666666
0.9999999999999999, 0.9909166666666667, 0.40181666666666666
1.0999999999999999, 0.9836833333333334, 0.18955333333333335
1.2, 0.9796, 0.07747333333333334
1.3, 0.9761333333333333, 0.026456666666666667
1.4000000000000001, 0.9576333333333333, 0.00791
1.5000000000000002, 0.96415, 0.0021566666666666665
1.6000000000000003, 0.94775, 0.0011133333333333331
1.7000000000000004, 0.90115, 0.0005033333333333334
1.8000000000000005, 0.9627500000000001, 0.0002866666666666667
1.9000000000000006, 0.90105, 0.00022333333333333333
2.0000000000000004, 0.9099833333333334, 0.00016333333333333334
2.1000000000000005, 0.8992, 9e-05
2.2000000000000006, 0.8857500000000001, 0.00011333333333333333
2.3000000000000007, 0.8805, 7.000000000000001e-05
2.400000000000001, 0.9098999999999999, 3.3333333333333335e-05
2.500000000000001, 0.8915500000000001, 5e-05
2.600000000000001, 0.87255, 5.666666666666667e-05
2.700000000000001, 0.8260333333333335, 3e-05
2.800000000000001, 0.7760833333333333, 3.333333333333334e-05
2.9000000000000012, 0.8854000000000001, 5.6666666666666664e-05
3.0000000000000013, 0.8720666666666667, 1.3333333333333335e-05
3.1000000000000014, 0.8711166666666667, 6.6666666666666675e-06
3.2000000000000015, 0.8547666666666666, 0.0
