5, 0.2
threshold, TPR, FPR
0, 1.0, 1.0
0.2, 0.999288888888889, 0.9989466666666668
0.4, 0.9970888888888889, 0.99628
0.6000000000000001, 0.9935999999999999, 0.9921955555555556
0.8, 0.9892444444444445, 0.9826311111111111
1.0, 0.8374, 0.41252
1.2, 0.5284888888888889, 0.015888888888888886
1.4, 0.31273333333333336, 0.0074800000000000005
1.5999999999999999, 0.1556, 0.004751111111111111
1.7999999999999998, 0.06155555555555556, 0.0031333333333333335
1.9999999999999998, 0.0212, 0.0019155555555555558
2.1999999999999997, 0.0098, 0.0008977777777777777
2.4, 0.006355555555555555, 0.0006844444444444444
2.6, 0.0017333333333333333, 0.0003111111111111111
2.8000000000000003, 0.001, 0.0001511111111111111
3.0000000000000004, 0.0008222222222222221, 4.88888888888889e-05
3.2000000000000006, 0.0006222222222222223, 4.888888888888889e-05
3.400000000000001, 0.0005333333333333333, 1.3333333333333332e-05
3.600000000000001, 0.0005111111111111112, 2.2222222222222223e-05
3.800000000000001, 0.0005333333333333333, 4.444444444444444e-06
4.000000000000001, 0.0004888888888888889, 0.0
