2, 0.02
threshold, TPR, FPR
0, 1.0, 1.0
0.2, 0.9996222222222223, 0.9985688888888888
0.4, 0.9987111111111111, 0.9948711111111112
0.6000000000000001, 0.9979111111111111, 0.9883600000000001
0.8, 0.9905777777777778, 0.8350311111111112
1.0, 0.9766888888888889, 0.38466222222222224
1.2, 0.9533555555555555, 0.11882666666666668
1.4, 0.9409555555555557, 0.03537333333333333
1.5999999999999999, 0.9241777777777779, 0.016791111111111114
1.7999999999999998, 0.9099333333333334, 0.008497777777777778
1.9999999999999998, 0.8840888888888889, 0.004586666666666667
2.1999999999999997, 0.8719555555555556, 0.002835555555555556
2.4, 0.8462888888888888, 0.001742222222222222
2.6, 0.8293111111111111, 0.0010355555555555554
2.8000000000000003, 0.8112666666666667, 0.00128
3.0000000000000004, 0.8078888888888889, 0.00045333333333333337
3.2000000000000006, 0.7770444444444445, 0.00026222222222222223
3.400000000000001, 0.7685111111111111, 0.0001422222222222222
3.600000000000001, 0.7309777777777778, 6.666666666666666e-05
3.800000000000001, 0.7059555555555556, 5.7777777777777776e-05
4.000000000000001, 0.6939333333333333, 3.111111111111112e-05
4.200000000000001, 0.6693555555555556, 3.555555555555555e-05
4.400000000000001, 0.6560444444444444, 1.7777777777777777e-05
4.600000000000001, 0.6193777777777777, 8.888888888888888e-06
4.800000000000002, 0.6143555555555555, 4.444444444444444e-06
5.000000000000002, 0.600488888888889, 0.0
