threshold, TPR, FPR
0, 1.0, 1.0
0.2, 0.9994, 0.9989644444444444
0.4, 0.9980666666666668, 0.9961644444444445
0.6000000000000001, 0.9944888888888889, 0.9918488888888889
0.8, 0.9842, 0.9754977777777777
1.0, 0.8132222222222222, 0.41735555555555554
1.2, 0.6011555555555557, 0.039155555555555555
1.4, 0.4463333333333333, 0.010813333333333335
1.5999999999999999, 0.30608888888888885, 0.0058
1.7999999999999998, 0.2013555555555556, 0.0034622222222222224
1.9999999999999998, 0.11693333333333335, 0.001591111111111111
2.1999999999999997, 0.0644, 0.0011599999999999998
2.4, 0.03484444444444445, 0.0005600000000000001
2.6, 0.0246, 0.0002977777777777778
2.8000000000000003, 0.011977777777777776, 0.00017777777777777779
3.0000000000000004, 0.007266666666666667, 6.222222222222223e-05
3.2000000000000006, 0.0017999999999999997, 3.555555555555555e-05
3.400000000000001, 0.0005333333333333333, 1.3333333333333332e-05
3.600000000000001, 0.0005777777777777778, 8.888888888888888e-06
3.800000000000001, 0.0004, 1.3333333333333332e-05
4.000000000000001, 0.0002666666666666666, 4.444444444444444e-06
4.200000000000001, 0.0002, 0.0
