threshold, TPR, FPR
0, 1.0, 1.0
0.2, 1.0, 0.99983
0.4, 0.99985, 0.99919
0.6000000000000001, 0.99935, 0.99083
0.8, 0.9911, 0.84944
1.0, 0.9458, 0.39084
1.2, 0.86795, 0.08199
1.4, 0.8042, 0.00833
1.5999999999999999, 0.76285, 0.00085
1.7999999999999998, 0.74035, 0.00035
1.9999999999999998, 0.6608, 0.00023
2.1999999999999997, 0.608, 8e-05
2.4, 0.58415, 6e-05
2.6, 0.54455, 3e-05
2.8000000000000003, 0.5273, 1e-05
3.0000000000000004, 0.47865, 0.0
