1, 0.05
threshold, TPR, FPR
0, 1.0, 1.0
0.1, 0.9998888888888889, 0.9997466666666667
0.2, 0.9991555555555555, 0.9991599999999999
0.30000000000000004, 0.9982888888888889, 0.9976622222222221
0.4, 0.9970888888888889, 0.99636
0.5, 0.9955777777777778, 0.9946266666666667
0.6, 0.9938444444444444, 0.99232
0.7, 0.9917777777777778, 0.9901244444444445
0.7999999999999999, 0.9889777777777778, 0.98432
0.8999999999999999, 0.9398, 0.8850622222222223
0.9999999999999999, 0.6482222222222221, 0.4703555555555556
1.0999999999999999, 0.2687333333333333, 0.09131555555555555
1.2, 0.12357777777777779, 0.016528888888888888
1.3, 0.06635555555555556, 0.009497777777777779
1.4000000000000001, 0.039466666666666664, 0.0077866666666666666
1.5000000000000002, 0.02311111111111111, 0.0064088888888888884
1.6000000000000003, 0.012000000000000002, 0.005444444444444444
1.7000000000000004, 0.012422222222222223, 0.004151111111111111
1.8000000000000005, 0.007066666666666666, 0.0030400000000000006
1.9000000000000006, 0.0044, 0.0025066666666666666
