10, 0.1
threshold, TPR, FPR
0, 1.0, 1.0
0.2, 0.9992, 0.9988355555555555
0.4, 0.9966444444444443, 0.9956622222222222
0.6000000000000001, 0.991111111111111, 0.990631111111111
0.8, 0.9011999999999999, 0.8861066666666666
1.0, 0.6956888888888889, 0.4408622222222222
1.2, 0.5740888888888889, 0.1270088888888889
1.4, 0.48546666666666666, 0.03295555555555555
1.5999999999999999, 0.361, 0.013804444444444446
1.7999999999999998, 0.25566666666666665, 0.008271111111111111
1.9999999999999998, 0.16844444444444448, 0.004257777777777778
2.1999999999999997, 0.11717777777777778, 0.002471111111111111
2.4, 0.060822222222222215, 0.0019066666666666668
2.6, 0.03691111111111111, 0.0011777777777777778
2.8000000000000003, 0.023333333333333334, 0.0006888888888888887
3.0000000000000004, 0.00471111111111111, 0.0005333333333333333
3.2000000000000006, 0.009, 0.00046666666666666666
3.400000000000001, 0.002577777777777778, 0.00025333333333333333
3.600000000000001, 0.0018000000000000002, 0.0002177777777777778
3.800000000000001, 0.0017777777777777776, 0.00015999999999999999
4.000000000000001, 0.0004444444444444444, 7.555555555555556e-05
4.200000000000001, 0.0003333333333333333, 4.88888888888889e-05
4.400000000000001, 0.00035555555555555557, 4e-05
4.600000000000001, 0.00011111111111111113, 8.888888888888888e-06
4.800000000000002, 0.00013333333333333334, 1.7777777777777777e-05
5.000000000000002, 6.666666666666667e-05, 8.888888888888888e-06
5.200000000000002, 0.0, 4.444444444444444e-06
5.400000000000002, 0.0, 4.444444444444444e-06
5.600000000000002, 2.2222222222222223e-05, 0.0
