2, 0.01
threshold, TPR, FPR
1.0, 0.855, 0.409
1.1, 0.7690666666666667, 0.17429333333333333
1.2000000000000002, 0.676711111111111, 0.08177777777777778
1.3000000000000003, 0.6264444444444445, 0.04999555555555555
1.4000000000000004, 0.5252888888888889, 0.03328444444444444
1.5000000000000004, 0.47219999999999995, 0.026324444444444445
1.6000000000000005, 0.41966666666666663, 0.020786666666666665
1.7000000000000006, 0.3815777777777778, 0.016764444444444446
1.8000000000000007, 0.35506666666666664, 0.010986666666666667
1.9000000000000008, 0.3292888888888889, 0.007697777777777778
2.000000000000001, 0.28435555555555553, 0.009857777777777778
2.100000000000001, 0.2577555555555555, 0.007893333333333334
2.200000000000001, 0.24975555555555554, 0.00539111111111111
2.300000000000001, 0.2212222222222222, 0.0071422222222222225
2.4000000000000012, 0.1991777777777778, 0.0051422222222222225
