1, 0.01
threshold, TPR, FPR
1.0, 0.9162, 0.39676
1.1, 0.8167777777777778, 0.09859555555555555
1.2000000000000002, 0.7331111111111112, 0.03417333333333333
1.3000000000000003, 0.6587555555555555, 0.018240000000000003
1.4000000000000004, 0.5915333333333334, 0.015004444444444445
1.5000000000000004, 0.5260888888888889, 0.012533333333333334
1.6000000000000005, 0.4891111111111111, 0.007164444444444445
1.7000000000000006, 0.4286666666666667, 0.006715555555555555
1.8000000000000007, 0.4036444444444445, 0.0038622222222222218
1.9000000000000008, 0.36242222222222226, 0.004075555555555555
2.000000000000001, 0.3428, 0.00272
2.100000000000001, 0.3068, 0.0020444444444444447
2.200000000000001, 0.2995555555555556, 0.0014355555555555556
2.300000000000001, 0.23624444444444445, 0.001728888888888889
2.4000000000000012, 0.2607777777777778, 0.0013066666666666667
