2, 0.02
threshold, TPR, FPR
1.0, 0.8047777777777778, 0.4190444444444445
1.1, 0.5801777777777778, 0.10397777777777778
1.2000000000000002, 0.4439555555555556, 0.034319999999999996
1.3000000000000003, 0.3406666666666667, 0.019857777777777776
1.4000000000000004, 0.2548888888888889, 0.014377777777777776
1.5000000000000004, 0.21717777777777778, 0.011840000000000002
1.6000000000000005, 0.18013333333333334, 0.009115555555555556
1.7000000000000006, 0.1414888888888889, 0.00636
1.8000000000000007, 0.11795555555555555, 0.005502222222222222
1.9000000000000008, 0.08093333333333334, 0.004244444444444444
2.000000000000001, 0.07428888888888889, 0.0021244444444444444
2.100000000000001, 0.0516, 0.002191111111111111
2.200000000000001, 0.0472, 0.0015022222222222223
2.300000000000001, 0.0554, 0.0013333333333333333
2.4000000000000012, 0.039044444444444444, 0.0013155555555555557
