2, 0.02
threshold, TPR, FPR
0, 1.0, 1.0
0.1, 0.9999555555555556, 0.9997288888888889
0.2, 0.999488888888889, 0.9988711111111112
0.30000000000000004, 0.9988222222222222, 0.9977955555555557
0.4, 0.9982888888888889, 0.9960577777777778
0.5, 0.9970444444444443, 0.9939866666666667
0.6, 0.9966666666666666, 0.9917866666666667
0.7, 0.9955555555555556, 0.9893066666666667
0.7999999999999999, 0.9932222222222222, 0.9834533333333333
0.8999999999999999, 0.9533999999999999, 0.8754222222222222
0.9999999999999999, 0.7563111111111112, 0.44873777777777785
1.0999999999999999, 0.511, 0.08093777777777778
1.2, 0.365, 0.013226666666666666
1.3, 0.28573333333333334, 0.008444444444444444
1.4000000000000001, 0.21233333333333335, 0.0067644444444444445
1.5000000000000002, 0.17784444444444444, 0.00536
1.6000000000000003, 0.15311111111111111, 0.004488888888888889
1.7000000000000004, 0.1295111111111111, 0.0033066666666666665
1.8000000000000005, 0.1074888888888889, 0.002417777777777778
1.9000000000000006, 0.09797777777777777, 0.001897777777777778
