1, 0.02
threshold, TPR, FPR
1.0, 0.8328666666666665, 0.41342666666666666
1.1, 0.6239777777777779, 0.08424888888888889
1.2000000000000002, 0.45642222222222223, 0.0202
1.3000000000000003, 0.32835555555555557, 0.011195555555555556
1.4000000000000004, 0.2860666666666667, 0.00807111111111111
1.5000000000000004, 0.2303333333333333, 0.006684444444444445
1.6000000000000005, 0.18942222222222224, 0.005755555555555555
1.7000000000000006, 0.15508888888888891, 0.0030222222222222226
1.8000000000000007, 0.12982222222222223, 0.002933333333333333
1.9000000000000008, 0.12962222222222222, 0.002311111111111111
2.000000000000001, 0.0922888888888889, 0.0016577777777777778
2.100000000000001, 0.07957777777777779, 0.0010755555555555555
2.200000000000001, 0.06828888888888889, 0.0009466666666666667
2.300000000000001, 0.04688888888888889, 0.0005377777777777778
2.4000000000000012, 0.05057777777777778, 0.0004088888888888889
